,form,lemma
2808,"Det vekker naturlig nok oppsikt at Schibsteds konsernsjef , Kjell Aamot , spår at den betalte papiravis vil være død innen 20 år .","det vekke naturlig nok oppsikt at Schibsted konsernsjef $, Kjell Aamot $, spå at den betale papiravis ville være død innen 20 år $."
2809,Han er ikke den første som sier det .,han være ikke den første som si det $.
2810,Heller ikke den siste .,heller ikke den sist $.
2811,Noe lignende kan godt bli sagt om 20 år også .,noen lignende kunne god bli si om 20 år også $.
2812,Det store vi er i dag lite kjent utenfor pressens vegger .,Det stor vi være i dag lite kjent utenfor presse vegg $.
2813,"Men journalister imellom nevnes det stadig oftere i forbindelse med nye , alarmerende opplagsfall i de store tabloidene .","men journalist imellom nevne det stadig ofte i forbindelse med ny $, alarmerende opplagsfall i de stor tabloid $."
2814,"Særlig er det en dialog mellom to av stykkets journalister , Pedersen og Dahl , som hentes ut av skuffene .","særlig være det en dialog mellom to av stykke journalist $, Pedersen og Dahl $, som hente ut av skuff $."
2815,Pedersen :,Pedersen $:
2816,"En avis går frem , eller den går tilbake .","en avis gå frem $, eller den gå tilbake $."
2817,Dahl :,Dahl $:
2818,Eller den står stille .,eller den stå stille $.
2819,Pedersen :,Pedersen $:
2820,"Nei , den går frem eller den går tilbake .","nei $, den gå frem eller den gå tilbake $."
2821,"Og en avis som går tilbake , den går bare tilbake .","og en avis som gå tilbake $, den gå bare tilbake $."
2822,"Den er som en stein i det tomme rom , den faller og faller ... om den så får den hellige ånd selv til medarbeider - det hjelper ikke .","den være som en stein i det tom rom $, den falle og falle $... om den så få den hellig ånd selv til medarbeider $- det hjelpe ikke $."
2823,"Avisen faller , den faller og faller .","avis falle $, den falle og falle $."
2824,Helge Krog skrev sitt teaterstykke allerede i 1917 .,Helge Krog skrive sin teaterstykke allerede i 1917 $.
2825,"I de 90 årene som er gått siden den gang , har avisene mangedoblet opplagstallene .","i de 90 år som være gå siden det gang $, ha avis mangedoble opplagstall $."
2826,Men unektelig ser det svart ut for mange aviser i finanskrisens slagskygge .,men unektelig se det svart ut for mange avis i finanskrise slagskygge $.
2827,"Lite hjelper det da at Schibsted-konsernets mektige toppsjef , Kjell Aamot , står på BIs talerstol og hevder at den betalte papiravis vil forsvinne innen 20 år .","lite hjelpe det da at Schibsted-konsern mektig toppsjef $, Kjell Aamot $, stå på BI talerstol og hevde at den betale papiravis ville forsvinne innen 20 år $."
2828,"Særlig i Aftenposten , som i likhet med VG eies av Schibsted , falt uttalelsen i skrinn jord .","særlig i Aftenposten $, som i likhet med VG eie av Schibsted $, falle uttalelse i skrinn jord $."
2829,Det hører til sjeldenhetene at en avis på lederplass går hardt ut mot sin egen eier .,det høre til sjeldenhet at en avis på lederplass gå hard ut mot sin egen eier $.
2830,"Men i går brast tålmodigheten for lederskribenten , som ikke var spesielt imponert over Aamots klarsyn .","men i går briste tålmodighet for lederskribent $, som ikke være spesiell imponere over Aamot klarsyn $."
2831,"Men om Aamot mangler klarsyn , har han i det minste skapt takhøyde i det Schibstedske hus .","men om Aamot mangle klarsyn $, ha han i det liten skape takhøyde i det Schibstedske hus $."
2832,Dessuten har han et poeng som skal tas alvorlig .,dessuten ha han en poeng som skulle ta alvorlig $.
2833,"Hvis ikke papiravisene tar grep om utviklingen , kommer det til å gå fra vondt til verre .","hvis ikke papiravis ta grep om utvikling $, komme det til å gå fra vond til vond $."
2834,"Når så det er sagt , er det stort sett bare VG og Dagbladet som er virkelig hardt rammet opplagsmessig .","når så det være si $, være det stor se bare VG og Dagbladet som være virkelig hard ramme opplagsmessig $."
2835,"Når også regionsavisene og større distriktsaviser er i trøbbel , skyldes det i første rekke eget kostnadsnivå og annonsebortfall .","når også regionsavis og stor distriktsavis være i trøbbel $, skyldes det i første rekke egen kostnadsnivå og annonsebortfall $."
2836,Landets mange småaviser lever et mer beskyttet liv innenfor sine tette lokalsamfunn .,land mange småavis leve en mye beskytte liv innenfor sin tett lokalsamfunn $.
2837,Papiravisenes største problem er konkurransen fra deres egne nettaviser .,papiravis stor problem være konkurranse fra deres egen nettavis $.
2838,Det ble uhyggelig tydelig etterhvert som finanskrisen utviklet seg .,det bli uhyggelig tydelig etterhvert som finanskrise utvikle seg $.
2839,"For alle som ønsket å holde seg godt oppdatert , falt avisene totalt igjennom .","for alle som ønske å holde seg god oppdatere $, falle avis total igjennom $."
2840,"Tingene skjedde for raskt til at avisdeskene , trykkeriene , transportørene og avisbudene kunne holde følge .","ting skje for rask til at avisdesk $, trykkeri $, transportør og avisbud kunne holde følge $."
2841,Dagen i dag er i så måte illustrerende .,dag i dag være i så måte illustrere $.
2842,"Når Kristin Halvorsens nye kraftpakke legges frem , kommer nettavisene til å beherske nyhetsbildet alene .","når Kristin Halvorsen ny kraftpakke legge frem $, komme nettavis til å beherske nyhetsbilde alene $."
2843,Men det er bare halve bildet .,men det være bare halv bilde $.
2844,Den andre halvdelen er at folk flest likevel kommer til å kaste seg over avisene i morgen for å lese « nyhetene » en gang til før de fordyper seg i analyser og kommentarer .,"den annen halvdel være at folk mange likevel komme til å kaste seg over avis i morgen for å lese $"" nyhet $"" en gang til før de fordype seg i analyse og kommentar $."
2845,"På disse områdene , til tross for at de beste nettavisene har skaffet seg egne sine kommentatorer ( nylig også tegnere ) , hersker fortsatt avisene suverent .","på disse område $, til tross for at de god nettavis ha skaffe seg egen sin kommentator $( nylig også tegner $) $, herske fortsatt avis suveren $."
2846,Kanskje har nettavisene fortsatt et troverdighetsproblem i forhold til avisene .,kanskje ha nettavis fortsatt en troverdighetsproblem i forhold til avis $.
2847,Det er i så fall bare én av grunnene til at nettavisene og papiravisene fortsatt lever side om side .,det være i så fall bare én av grunn til at nettavis og papiravis fortsatt leve side om side $.
2848,"En annen , kanskje enda viktigere , er at det stort sett er avisene som leverer de virkelig tunge nyhetene ( de såkalte gravesakene ) .","en annen $, kanskje enda viktig $, være at det stor se være avis som levere de virkelig tung nyhet $( de såkalt gravesak $) $."
2849,"Men hvor lenge det vil vare , er et åpent spørsmål .","men hvor lenge det ville vare $, være en åpen spørsmål $."
2850,"Den dag nettavisene får like store redaksjonelle ressurser som avisene og i tillegg får reparert sitt mulige troverdighetsproblem , kan mye skog bli spart .","den dag nettavis få like stor redaksjonell ressurs som avis og i tillegg få reparere sin mulig troverdighetsproblem $, kunne mye skog bli spare $."
2851,Men hittil har betalingsmodellene på nettet satt en effektiv stopper for det .,men hittil ha betalingsmodell på nett sette en effektiv stopper for det $.
2852,I nettavisenes barndom var det åpenbart for alle at nettavisene før eller senere ville begynne å ta betaling for innholdet for å få råd til å øke den redaksjonelle ressursbruken .,i nettavis barndom være det åpenbar for alle at nettavis før eller sen ville begynne å ta betaling for innhold for å få råd til å øke den redaksjonell ressursbruk $.
2853,Det tror ingen lenger .,det tro ingen lenge $.
2854,"The Wall Street Journal og New York Times , to av de sterkeste merkenavn i den internasjonale avis- og nettflora , prøvde uten suksess .","The Wall Street Journal og New York Times $, to av de sterk merkenavn i den internasjonal avis- og nettflora $, prøve uten suksess $."
2855,Det viste seg langt enklere å få annonsører til å betale for antall brukere enn å få abonnenter til å betale for innholdet .,det vise seg lang enkel å få annonsør til å betale for antall bruker enn å få abonnent til å betale for innhold $.
2856,"Andre kjente mediebedrifter har forsøkt det samme , men gitt opp .","annen kjent mediebedrift ha forsøke det samme $, men gi opp $."
2857,"De få som har klart det , leverer så høyt spesialiserte tjenester at de ikke representerer noen alvorlig trussel for dagsavisene .","de få som ha klare det $, levere så høy spesialisere tjeneste at de ikke representere noen alvorlig trussel for dagsavis $."
2858,Dermed fortsetter kampen :,dermed fortsette kamp $:
2859,"Nettet står for hastigheten , papiravisene for troverdighet og de tunge , ressurskrevende egennyheter .","nett stå for hastighet $, papiravis for troverdighet og de tung $, ressurskrevende egennyhet $."
2860,Lenge var samlivet mellom avis og nett såpass behagelig at mediehusene kunne ri begge hester samtidig .,lenge være samliv mellom avis og nett såpass behagelig at mediehus kunne ri begge hest samtidig $.
2861,Det er her det nå strammer seg til .,det være her det nå stramme seg til $.
2862,Finanskrisen har fratatt avisene store annonseinntekter samtidig som inntektsveksten i nettavisene også er kraftig redusert .,finanskrise ha frata avis stor annonseinntekt samtidig som inntektsvekst i nettavis også være kraftig redusere $.
2863,"De største kostnadsbesparelsene kan naturlig nok gjøres i avisene , og det er i stor grad journalistene som må ta den verste støyten .","de stor kostnadsbesparelse kunne naturlig nok gjøre i avis $, og det være i stor grad journalist som måtte ta den vond støyt $."
2864,"På et visst punkt i prosessen går kraftig nedbemanning nødvendigvis utover den journalistiske kvaliteten , og dermed svekkes avisenes motstandskraft mot nettet ytterligere .","på en viss punkt i prosess gå kraftig nedbemanning nødvendigvis utover den journalistisk kvalitet $, og dermed svekke avis motstandskraft mot nett ytterligere $."
2865,"Skulle den økonomiske krisen vi står overfor bli langvarig , kan de problemene avisene i dag sliter med , bli små i sammenligning .","skulle den økonomisk krise vi stå overfor bli langvarig $, kunne de problem avis i dag slite med $, bli liten i sammenligning $."
2866,Resultatet er knapt til å unngå :,resultat være knapp til å unngå $:
2867,Ytterligere kostnadsreduksjoner og enda en omdreining i nettets favør .,ytterligere kostnadsreduksjon og enda en omdreining i nett favør $.
2868,Eller for å si det mer presist :,eller for å si det mye presis $:
2869,I journalistikkens disfavør .,i journalistikk disfavør $.
2870,Mange mediebrukere - og særlig de unge - bryr seg lite om hvilken plattform de henter sin informasjon fra .,mange mediebruker $- og særlig de ung $- bry seg lite om hvilken plattform de hente sin informasjon fra $.
2871,"Nettet er dessuten gratis , mens avisene koster penger , enten de kjøpes i løssalg eller som abonnement .","nett være dessuten gratis $, mens avis koste penge $, enten de kjøpe i løssalg eller som abonnement $."
2872,Her ligger en problematikk ikke alle har tatt inn over seg .,her ligge en problematikk ikke alle ha ta inn over seg $.
2873,I overgangen fra brukerbetalt til annonsørbetalt innhold flyttes makten over innholdet gradvis over fra brukerne til annonsørene .,i overgang fra brukerbetale til annonsørbetale innhold flytte makt over innhold gradvis over fra bruker til annonsør $.
2874,Og annonsører gir ikke ved dørene .,og annonsør gi ikke ved dør $.
2875,De vil ha valuta for annonsekronene .,de ville ha valuta for annonsekrone $.
2876,"Jeg er ikke et øyeblikk i tvil om at det kommer til å bli vanskeligere å opprettholde journalistisk kvalitet og redaksjonell uavhengighet i en verden hvor det er annonsørene som betaler redaktørenes og journalistenes lønninger , enn det er i en verden hvor brukerne tar halve regningen .","jeg være ikke en øyeblikk i tvil om at det komme til å bli vanskelig å opprettholde journalistisk kvalitet og redaksjonell uavhengighet i en verden hvor det være annonsør som betale redaktør og journalist lønning $, enn det være i en verden hvor bruker ta halv regning $."
2877,"Som noen vil ha forstått , ligger mitt hjerte trygt innpakket i papir .","som noen ville ha forstå $, ligge min hjerte trygg innpakket i papir $."
2878,"Men jeg ser at det er fullt mulig å trekke samme konklusjon som Kjell Aamot , og det særlig midt i en finanskrise .","men jeg se at det være full mulig å trekke samme konklusjon som Kjell Aamot $, og det særlig midt i en finanskrise $."
2879,Jeg har likevel begrenset tro på den .,jeg ha likevel begrenset tro på den $.
2880,Avisenes død er blitt spådd så mange ganger at spådommen har mistet sin sprengkraft .,avis død være bli spå så mange gang at spådom ha miste sin sprengkraft $.
2881,Den siste lure tanke er ikke tenkt .,den sist lur tanke være ikke tenke $.
2882,Jeg tror det er fullt mulig å finne en driftsmodell som muliggjør et fortsatt liv side om side med nettet og langt utover 20 år .,jeg tro det være full mulig å finne en driftsmodell som muliggjøre en fortsette liv side om side med nett og lang utover 20 år $.
2883,Ha en god søndag !,ha en god søndag $!
2884,Gammel kjærlighet ruster |,gammel kjærlighet ruste $|
2885,Mager trøst .,mager trøst $.
2886,Stigmatisert .,stigmatisere $.
2887,Amerikansk .,amerikansk $.
2888,Hva som helst .,hva som helst $.
2889,Flere i Kina .,mange i Kina $.
2890,Det er ikke bare SAAB som er i trøbbel .,det være ikke bare SAAB som være i trøbbel $.
